Family,Product,Patch,PRB,PRB type,Description
Yokohama,MID Server,Yokohama Early Access,PRB1792071,Notable Fix,"Yokohama Early Access
MID server ECCsender fails to process XML files and continuously retries if the file is truncated or contains invalid characters
MID server ECCsender fails to process XML files and continuously retries if the file is truncated, or if the file contains invalid, control, or unparsable characters such as '#31;'. As soon as the files begin to be renamed, they continue to fail to be sent to the instance. Because the instance fails to read the files, it constantly retries, and moves the records to output_error.
"
Yokohama,Attachments to Records,Yokohama Early Access,PRB1792024,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Attachments to Records,Yokohama Early Access,PRB1791947,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Knowledge Management,Yokohama Early Access,PRB1791681,Notable Fix,"Yokohama Early Access
Security bug
"
Yokohama,Discovery,Yokohama Patch 6,PRB1791510,Notable Fix,"Yokohama Patch 6
Discovery is hanging for certain schedules due to WMI queries failing
Run Discovery on Windows devices where the WMI queries fail in Windows OS Patterns."
Yokohama,CMDB Query Builder,Yokohama Patch 5,PRB1791382,Other Fix,"Yokohama Patch 5
CMDB Query Builder results' count isn't consistent
There's a missing result from the CMDB Query Builder query. This causes missing some records in the result with a default batchsize (100) without the user knowing they are missing the records."
Yokohama,MID Server,Yokohama Early Access,PRB1791369,Notable Fix,"Yokohama Early Access
There's a MID server issue and a pop-up warning when two MID servers use the same username and password combination
The user observes a warning and a MID server issue.
"
Yokohama,UI Field Administration,Yokohama Patch 6,PRB1791024,Other Fix,"Yokohama Patch 6
The getSelectedOption breaks for records with some script type fields
."
Yokohama,Software Asset Reconciliation,Yokohama Early Access,PRB1790386,Notable Fix,"Yokohama Early Access
There's a replication lag caused by 'untagSoftwareModelForUnlicensedInstall' in AutomaticSMRCreation"
Yokohama,Configuration Management Database (CMDB),Yokohama Early Access,PRB1790374,Notable Fix,"Yokohama Early Access
The de-duplication template doesn't honor the 'Only allow updates from duplicate CIs when the main CI value is null' option
The main CI attributes are updated with the values of the duplicate CI.
"
Yokohama,Guided Tours,Yokohama Early Access,PRB1790101,Notable Fix,"Yokohama Early Access
A guided tour displays 'Undefined' when trying to stop auto-launching a tour in HR Agent Workspace


1. Ensure that com.sn_hr_agent_ws for Agent Workspace for HR Case Management is installed.
2. Create a guided tour and provide the below information: 
    1. Name:provide-name
    2. Tour Type:Workspace
    3. Select 'Manual Selection'
    4. Starting page: now/hr/agent/home
    5. Select on Create Tour.
3. Open a browser.
4. Ensure to close all the existing opened tabs first.
5. Clear the entire cache and history of the browser.
6. Log in to a Vancouver instance.
7. Navigate to HR Workspace home page.
8. Wait for the tour to auto launch.
9. After the tour pop-up displays, select the x button.Notice that it's displaying 'undefined'."
Yokohama,Source Control Engine,Yokohama Early Access,PRB1789863,Notable Fix,"Yokohama Early Access
There's failure to install an app with a dependency that was converted to 'application repository' mode
Trying to install an app with a dependency on another app that was converted from a Store app into a developer app with 'application repository mode' results in failure.
"
Yokohama,Virtual Agent,Yokohama Early Access,PRB1789855,Notable Fix,"Yokohama Early Access
In Virtual Agent after a Washington DC upgrade, every input that matches more than one keyword throws an error
Virtual Agent should display all topics that match a keyword, but it displays a technical error message or occasionally hangs."
Yokohama,Project Management,Yokohama Early Access,PRB1789648,Notable Fix,"Yokohama Early Access
Save as new template fails at creating a template
In a domain separation instance, there's an ACL to restrict the user from creating a project template in the global domain (add condition 'domain is not global'). When a non-admin user is trying to create a template from a project by selecting the 'save as new template' related link, the template was not created because the ACL is failing. The user and project aren't in the global domain."
Yokohama,List Controller,Yokohama Early Access,PRB1789532,Notable Fix,"Yokohama Early Access
The 'Open Panel' event doesn't allow for reusability outside of list-controller


1. Open a record list bundle in UI Builder.
2. Add a button to the page.
3. Bind the event to 'Open Panel' list controller.
4. In the event, add a field object of 'sysId: <sys id of first row>'.
5. In the event, add the route 'quick-edit'.
6. Save.
7. Open the app.
8. Trigger the button.The pane doesn't open as expected."
Yokohama,Discovery,Yokohama Early Access,PRB1789497,Notable Fix,"Yokohama Early Access
Duplicate SNMP credential affinity records are created
When Discovery is run twice against an SNMP device using a SNMP v1/v2c credential, a duplicate affinity record is created.


1. On an instance running Washington DC or later, run a Discovery against an SNMP device using a SNMP v1/v2c credential.
2. After Discovery completes, check the dscy_credentials_affinity table for affinity for the device just discovered when linking the SNMP credential.
3. Run another Discovery scan against the same device with the same MID and same credential.
4. Check the dscy_credentials_affinity table after this scan.Observe that a duplicate affinity record should be created."
Yokohama,Guided Application Creator,Yokohama Patch 9,PRB1789431,Other Fix,"Yokohama Patch 9
Security bug
"
Yokohama,Performance Analytics,Yokohama Early Access,PRB1789424,Notable Fix,"Yokohama Early Access
Https _request_ decompression doesn't work correctly, as it doesn't strip the 'Content-Encoding' header after it unzips the body"
Yokohama,GRC Platform Plugins,Yokohama Patch 1,PRB1789050,Other Fix,"Yokohama Patch 1
When importing policy text, images don't render and there's misalignment
In Compliance Workspace with O365 Integration enabled, 'Import Policy Text - Images' don't render and there's misalignment.

1. Impersonate a user.
2. Open a policy in the Compliance Workspace​.
3. Create a policy in 'Draft'.
4. Navigate to 'Policy text'.
5. Select Import Policy text.​
6. Add a file in attachment.
7. Select Import.
8. Navigate back to the 'Policy text' tab.Observe the misalignment."
Yokohama,Discovery,Yokohama Early Access,PRB1788611,Notable Fix,"Yokohama Early Access
vCenter extension contexts fail to start
The vCenter collector MID Server Extensions don't start and events aren't collected.


1. Navigate to vCenter Event Collector Contexts.
2. Create a record.
3. Specify the MID server and vCenter details.
4. Save the record.
5. Select Start to trigger the events.Observe that the events aren't triggered upon selecting the Start button."
Yokohama,Mobile Studio,Yokohama Patch 5,PRB1788562,Other Fix,"Yokohama Patch 5
Security bug
"
Yokohama,Application Install Engine,Yokohama Patch 2,PRB1788531,Other Fix,"Yokohama Patch 2
Security bug
"
Yokohama,MID Server,Yokohama Early Access,PRB1788294,Notable Fix,"Yokohama Early Access
MID server issue warning, 'No mapping between account names and security IDs was done'
When trying to grant permission using all possible fully qualified representations of a user without verifying if that representation is valid as per the environment configuration, when a given representation isn't valid, users receive the warning: 'No mapping between account names and security IDs was done'.
"
Yokohama,Database Persistence - Data Scale,Yokohama Early Access,PRB1788274,Notable Fix,"Yokohama Early Access
There's incorrect results when a statement is closed while another statement is executing
"
Yokohama,Next Experience Unified Navigation,Yokohama Early Access,PRB1787356,Notable Fix,"Yokohama Early Access
Some pages don't load when the property 'glide.ui.next_experience. instance_tools_disabled' is set it to false and Next Experience is turned off
Pages such as 'Plugins', 'NLU Workbench models', 'Service Operations Workspace', and 'CSM-Configurable Workspace' don't load when the property 'glide.ui.next_experience. instance_tools_disabled' is set it to false and Next Experience is turned off. Admin role users are unable to access these modules: Plugins (now/app-manager/home), NLU Workbench models, Service Operations Workspace, CSM-Configurable Workspace. ITIL role users are unable to access Service Operations Workspace and CSM-Configurable Workspace.
"
