Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,HTS,tyrosyl-dna_phosphodiesterase_butkiewicz,341312,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,kcnq2_potassium_channel_butkiewicz,302336,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,sarscov2_3clpro_diamond,880,,,,,CC BY 4.0,A large XChem crystallographic fragment screen against SARS-CoV-2 main protease at high resolution. From MIT AiCures.,"Binary classification. Given a drug SMILES string, predict its activity against SARSCoV2 3CL Protease.","Diamond Light Source, MIT AI Cures."
Single_instance_prediction,HTS,hiv,41124,,,,,CC BY 4.0,"The HIV dataset was introduced by the Drug Therapeutics Program (DTP) AIDS Antiviral Screen, which tested the ability to inhibit HIV replication for over 40,000 compounds. From MoleculeNet.","Binary classification. Given a drug SMILES string, predict its activity against HIV virus.","AIDS Antiviral Screen Data., Wu, Zhenqin, et al. ÒMoleculeNet: a benchmark for molecular machine learning.Ó Chemical science 9.2 (2018): 513-530."
Single_instance_prediction,HTS,sarscov2_vitro_touret,1484,,,,,CC BY 4.0,"An in-vitro screen of the Prestwick chemical library composed of 1,480 approved drugs in an infected cell-based assay. From MIT AiCures.","Binary classification. Given a drug SMILES string, predict its activity against SARSCoV2.","Touret, F., Gilles, M., Barral, K. et al. In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication. Sci Rep 10, 13093 (2020)., MIT AI Cures."
Single_instance_prediction,HTS,m1_muscarinic_receptor_agonists_butkiewicz,61825,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,orexin1_receptor_butkiewicz,218105,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,HTS,serine_threonine_kinase_33_butkiewicz,319721,,,,,CC BY 4.0,"These are nine high-quality high-throughput screening (HTS) datasets from [1]. These datasets were curated from HTS data at the PubChem database [2]. Typically, HTS categorizes small molecules into hit, inactive, or unspecified against a certain therapeutic target. However, a compound may be falsely classified as a hit due to experimental artifacts such as optical interference. Moreover, because the screening is performed without duplicates, and the cutoff is often set loose to minimize the false negative rates, the results from the primary screens often contain high false positive rates [3]. Hence the result from the primary screen is only used as the first iteration to reduce the compound library to a smaller set of further confirmatory tests. Here each dataset is carefully collated through confirmation screens to validate active compounds. The curation process is documented in [1]. Each dataset is identified by the PubChem Assay ID (AID). Features of the datasets: (1) At least 150 confirmed active compounds present; (2) Diverse target classes; (3) Realistic (large number and highly imbalanced label).","Binary classification. Given a compound SMILES string, predict its activity against a diverse set of targets.","Butkiewicz, Mariusz, et al. ÒBenchmarking ligand-based virtual High-Throughput Screening with the PubChem database.Ó Molecules 18.1 (2013): 735-756., Kim, Sunghwan, et al. ÒPubChem 2019 update: improved access to chemical data.Ó Nucleic acids research 47.D1 (2019): D1102-D1109., Butkiewicz, Mariusz, et al. ÒHigh-throughput screening assay datasets from the pubchem database.Ó Chemical informatics (Wilmington, Del.) 3.1 (2017)."
Single_instance_prediction,QM,qm9_lumo,2407753,,,,,CC BY 4.0,"computed geometric, energetic, electronic, and thermodynamic properties for 134k stable small organic molecules made up of CHONF. These molecules correspond to the subset of all 133,885 species with up to nine heavy atoms (CONF) out of the GDB-17 chemical universe of 166 billion organic molecules. We report geometries minimal in energy, corresponding harmonic frequencies, dipole moments, polarizabilities, along with energies, enthalpies, and free energies of atomization. All properties were calculated at the B3LYP/6-31G(2df,p) level of quantum chemistry. From MoleculeNet and loaded from DeepChem.","Regression. Given a drug 3D xyz coordinates, predict the drug property.","Ruddigkeit, Lars, et al. ÒEnumeration of 166 billion organic small molecules in the chemical universe database GDB-17.Ó Journal of chemical information and modeling 52.11 (2012): 2864-2875., Ramakrishnan, Raghunathan, et al. ÒElectronic spectra from TDDFT and machine learning in chemical space.Ó The Journal of chemical physics 143.8 (2015): 084111., Ramsundar, Bharath, et al. Deep learning for the life sciences: applying deep learning to genomics, microscopy, drug discovery, and more. Ò OÕReilly Media, Inc.Ó, 2019., Wu, Zhenqin, et al. ÒMoleculeNet: a benchmark for molecular machine learning.Ó Chemical science 9.2 (2018): 513-530."
Single_instance_prediction,QM,qm8_E2-CAM,349970,,,,,CC BY 4.0,Electronic spectra and excited state energy of small molecules calculated by multiple quantum mechanic methods. Consisting of low-lying singlet-singlet vertical electronic spectra of over 20_000 synthetically feasible small organic molecules with up to eight CONF atom. From MoleculeNet and loaded from DeepChem.,"Regression. Given a drug 3D xyz coordinates, predict the drug property.","Ruddigkeit, Lars, et al. ÒEnumeration of 166 billion organic small molecules in the chemical universe database GDB-17.Ó Journal of chemical information and modeling 52.11 (2012): 2864-2875., Ramakrishnan, Raghunathan, et al. ÒElectronic spectra from TDDFT and machine learning in chemical space.Ó The Journal of chemical physics 143.8 (2015): 084111., Ramsundar, Bharath, et al. Deep learning for the life sciences: applying deep learning to genomics, microscopy, drug discovery, and more. Ò OÕReilly Media, Inc.Ó, 2019., Wu, Zhenqin, et al. ÒMoleculeNet: a benchmark for molecular machine learning.Ó Chemical science 9.2 (2018): 513-530."
Single_instance_prediction,QM,qm9_zpve,2407753,,,,,CC BY 4.0,"computed geometric, energetic, electronic, and thermodynamic properties for 134k stable small organic molecules made up of CHONF. These molecules correspond to the subset of all 133,885 species with up to nine heavy atoms (CONF) out of the GDB-17 chemical universe of 166 billion organic molecules. We report geometries minimal in energy, corresponding harmonic frequencies, dipole moments, polarizabilities, along with energies, enthalpies, and free energies of atomization. All properties were calculated at the B3LYP/6-31G(2df,p) level of quantum chemistry. From MoleculeNet and loaded from DeepChem.","Regression. Given a drug 3D xyz coordinates, predict the drug property.","Ruddigkeit, Lars, et al. ÒEnumeration of 166 billion organic small molecules in the chemical universe database GDB-17.Ó Journal of chemical information and modeling 52.11 (2012): 2864-2875., Ramakrishnan, Raghunathan, et al. ÒElectronic spectra from TDDFT and machine learning in chemical space.Ó The Journal of chemical physics 143.8 (2015): 084111., Ramsundar, Bharath, et al. Deep learning for the life sciences: applying deep learning to genomics, microscopy, drug discovery, and more. Ò OÕReilly Media, Inc.Ó, 2019., Wu, Zhenqin, et al. ÒMoleculeNet: a benchmark for molecular machine learning.Ó Chemical science 9.2 (2018): 513-530."
